A1BG--ITIH4	Liver=[count:3=pct:2.5]
MYL2--MTATP6P1	Heart=[count:2=pct:0.8]
MYL2--MYH7	Heart=[count:2=pct:0.8],Muscle=[count:1=pct:0.4]
MYL3--TNNC1	Heart=[count:1=pct:0.4],Muscle=[count:1=pct:0.4]
MYL7--ACTG1	Heart=[count:3=pct:1.2]
MYL9--DES	Esophagus=[count:6=pct:1.5],Colon=[count:1=pct:0.5]
MYL9--FLNA	Esophagus=[count:1=pct:0.2],Blood_Vessel=[count:1=pct:0.3]
MYO15B--ACTG1	Uterus=[count:2=pct:4.7],Esophagus=[count:2=pct:0.5],Colon=[count:2=pct:1.0],Prostate=[count:1=pct:1.6]
MYO18A--ACTG1	Muscle=[count:2=pct:0.9]
MYO1F--ARRB2	Blood=[count:5=pct:2.9],Whole_Blood=[count:3=pct:2.3]
MYO1F--IFI30	Blood=[count:1=pct:0.6],Whole_Blood=[count:1=pct:0.8]
MYO1F--ITGAX	Whole_Blood=[count:2=pct:1.5]
MYO1F--SAMSN1	Whole_Blood=[count:2=pct:1.5],Blood=[count:2=pct:1.1]
MYO1F--SLC11A1	Blood=[count:14=pct:8.0],Whole_Blood=[count:7=pct:5.3]
MYOZ2--PALMD	Heart=[count:2=pct:0.8]
NADK--GLUL	Whole_Blood=[count:3=pct:2.3],Blood=[count:2=pct:1.1]
NADK--GNB1	Blood=[count:6=pct:3.4],Whole_Blood=[count:2=pct:1.5]
NAMPT--ACTB	Blood=[count:2=pct:1.1],Whole_Blood=[count:1=pct:0.8]
NCOR1--UBB	Muscle=[count:4=pct:1.7],Lung=[count:1=pct:0.6],Colon=[count:1=pct:0.5]
NCOR2--UBC	Muscle=[count:53=pct:22.6],Esophagus=[count:44=pct:10.9],Skin=[count:33=pct:10.5],Blood_Vessel=[count:27=pct:7.3],Whole_Blood=[count:23=pct:17.4],Blood=[count:23=pct:13.2],Adipose_Tissue=[count:20=pct:6.7],Lung=[count:17=pct:10.2],Colon=[count:16=pct:8.4],Heart=[count:11=pct:4.4],Brain=[count:10=pct:1.5],Breast=[count:6=pct:5.4],Salivary_Gland=[count:5=pct:12.8],Liver=[count:3=pct:2.5],Stomach=[count:3=pct:3.4],Uterus=[count:3=pct:7.0],Prostate=[count:2=pct:3.3],Bladder=[count:2=pct:22.2],Thyroid=[count:2=pct:1.1],Pituitary=[count:2=pct:3.8],Spleen=[count:2=pct:1.8],Adrenal_Gland=[count:1=pct:1.2],Small_Intestine=[count:1=pct:1.8],Ovary=[count:1=pct:1.9],Nerve=[count:1=pct:0.6],Pancreas=[count:1=pct:0.6]
NDC80--HIF1A	Breast=[count:1=pct:0.9],Lung=[count:1=pct:0.6]
NDST2--NEAT1	Prostate=[count:1=pct:1.6],Muscle=[count:1=pct:0.4]
NDUFA4--PHF14	Muscle=[count:7=pct:3.0],Blood_Vessel=[count:4=pct:1.1],Vagina=[count:2=pct:3.6],Adipose_Tissue=[count:1=pct:0.3],Heart=[count:1=pct:0.4],Brain=[count:1=pct:0.2],Colon=[count:1=pct:0.5],Liver=[count:1=pct:0.8],Skin=[count:1=pct:0.3]
NDUFV1--ACTG1	Heart=[count:31=pct:12.4]
NEAT1--BCL6	Spleen=[count:1=pct:0.9],Blood=[count:1=pct:0.6],Whole_Blood=[count:1=pct:0.8]
NEB--ACTG1	Muscle=[count:3=pct:1.3]
NEB--MYH7	Muscle=[count:4=pct:1.7]
NEB--PDLIM3	Muscle=[count:2=pct:0.9]
NEB--TTN	Muscle=[count:3=pct:1.3]
NEB--XIRP2	Muscle=[count:2=pct:0.9]
NEDD4L--MBP	Brain=[count:9=pct:1.4]
NETO2--ITFG1	Brain=[count:3=pct:0.5]
NFATC1--CTDP1	Blood=[count:1=pct:0.6],Blood_Vessel=[count:1=pct:0.3],Whole_Blood=[count:1=pct:0.8]
NFATC1--PQLC1	Skin=[count:2=pct:0.6],Whole_Blood=[count:2=pct:1.5],Blood=[count:1=pct:0.6],Breast=[count:1=pct:0.9]
NINJ1--NFIL3	Whole_Blood=[count:3=pct:2.3],Blood=[count:1=pct:0.6]
NIPA2--POLA1	Brain=[count:13=pct:2.0],Adipose_Tissue=[count:8=pct:2.7],Colon=[count:6=pct:3.1],Esophagus=[count:6=pct:1.5],Lung=[count:4=pct:2.4],Spleen=[count:4=pct:3.6],Thyroid=[count:3=pct:1.7],Skin=[count:2=pct:0.6],Small_Intestine=[count:2=pct:3.6],Pituitary=[count:2=pct:3.8],Adrenal_Gland=[count:2=pct:2.4],Testis=[count:2=pct:1.9],Nerve=[count:2=pct:1.2],Blood_Vessel=[count:2=pct:0.5],Prostate=[count:1=pct:1.6],Liver=[count:1=pct:0.8],Salivary_Gland=[count:1=pct:2.6],Breast=[count:1=pct:0.9]
NMNAT1--CTNNBIP1	Skin=[count:2=pct:0.6],Heart=[count:2=pct:0.8],Breast=[count:1=pct:0.9],Colon=[count:1=pct:0.5],Blood=[count:1=pct:0.6],Pancreas=[count:1=pct:0.6],Uterus=[count:1=pct:2.3],Ovary=[count:1=pct:1.9]
NOC4L--FBRSL1	Skin=[count:7=pct:2.2],Lung=[count:4=pct:2.4],Liver=[count:3=pct:2.5],Stomach=[count:3=pct:3.4],Spleen=[count:2=pct:1.8],Testis=[count:2=pct:1.9],Thyroid=[count:2=pct:1.1],Pancreas=[count:1=pct:0.6],Adipose_Tissue=[count:1=pct:0.3],Uterus=[count:1=pct:2.3],Nerve=[count:1=pct:0.6],Ovary=[count:1=pct:1.9],Adrenal_Gland=[count:1=pct:1.2],Small_Intestine=[count:1=pct:1.8],Whole_Blood=[count:1=pct:0.8]
NOC4L--PGAM5	Esophagus=[count:1=pct:0.2],Small_Intestine=[count:1=pct:1.8]
NOP14--GNAS	Nerve=[count:1=pct:0.6],Thyroid=[count:1=pct:0.6]
NOSIP--NAP1L1	Spleen=[count:1=pct:0.9],Testis=[count:1=pct:1.0]
NOTCH1--LSP1	Skin=[count:2=pct:0.6]
NOVA1--CHMP1A	Breast=[count:1=pct:0.9],Brain=[count:1=pct:0.2],Adipose_Tissue=[count:1=pct:0.3]
NOVA1--YLPM1	Brain=[count:2=pct:0.3]
NPIPA1--NOMO1	Brain=[count:3=pct:0.5]
NPNT--PPA2	Thyroid=[count:2=pct:1.1],Blood_Vessel=[count:1=pct:0.3]
NPPA--COPB1	Heart=[count:5=pct:2.0]
NPPA--DES	Heart=[count:2=pct:0.8]
NPPA-AS1--CKM	Heart=[count:2=pct:0.8]
NPPA-AS1--MYH6	Heart=[count:13=pct:5.2]
NPTN--B2M	Whole_Blood=[count:3=pct:2.3],Blood=[count:3=pct:1.7]
NR4A1--UBC	Blood_Vessel=[count:2=pct:0.5],Thyroid=[count:1=pct:0.6]
NR4A3--NFIL3	Colon=[count:1=pct:0.5],Blood_Vessel=[count:1=pct:0.3],Blood=[count:1=pct:0.6]
NRG1-IT2--NRG1	Brain=[count:5=pct:0.8]
NRP1--PARD3	Nerve=[count:1=pct:0.6],Adipose_Tissue=[count:1=pct:0.3],Kidney=[count:1=pct:7.1],Stomach=[count:1=pct:1.1]
NSF--LRRC37A	Brain=[count:1=pct:0.2],Esophagus=[count:1=pct:0.2]
NTM--C11orf44	Brain=[count:2=pct:0.3]
NTN1--STX8	Skin=[count:2=pct:0.6],Esophagus=[count:2=pct:0.5]
NUFIP1--TSC22D1	Brain=[count:2=pct:0.3]
NUMB--PSEN1	Whole_Blood=[count:1=pct:0.8],Blood=[count:1=pct:0.6],Adipose_Tissue=[count:1=pct:0.3]
NUP214--XKR3	Brain=[count:2=pct:0.3],Adipose_Tissue=[count:1=pct:0.3]
NUTM2A-AS1--MINPP1	Skin=[count:1=pct:0.3],Esophagus=[count:1=pct:0.2],Adipose_Tissue=[count:1=pct:0.3],Spleen=[count:1=pct:0.9]
OAZ1--BTBD2	Skin=[count:7=pct:2.2],Adipose_Tissue=[count:3=pct:1.0],Lung=[count:1=pct:0.6],Nerve=[count:1=pct:0.6],Muscle=[count:1=pct:0.4]
OAZ1--CNN2	Blood=[count:3=pct:1.7],Whole_Blood=[count:2=pct:1.5],Lung=[count:1=pct:0.6],Blood_Vessel=[count:1=pct:0.3]
OAZ1--CSNK1G2	Whole_Blood=[count:9=pct:6.8],Lung=[count:6=pct:3.6],Blood=[count:3=pct:1.7]
OAZ1--DAZAP1	Skin=[count:3=pct:1.0],Whole_Blood=[count:2=pct:1.5],Adipose_Tissue=[count:2=pct:0.7],Breast=[count:1=pct:0.9],Lung=[count:1=pct:0.6],Blood_Vessel=[count:1=pct:0.3],Nerve=[count:1=pct:0.6]
OAZ1--DOT1L	Blood=[count:3=pct:1.7],Skin=[count:3=pct:1.0],Whole_Blood=[count:2=pct:1.5],Lung=[count:1=pct:0.6]
OAZ1--FKBP8	Whole_Blood=[count:6=pct:4.5],Blood=[count:6=pct:3.4],Spleen=[count:2=pct:1.8],Adrenal_Gland=[count:1=pct:1.2],Skin=[count:1=pct:0.3]
OAZ1--KLF16	Whole_Blood=[count:2=pct:1.5],Skin=[count:2=pct:0.6],Blood=[count:1=pct:0.6],Esophagus=[count:1=pct:0.2]
OAZ1--KLF2	Whole_Blood=[count:2=pct:1.5],Blood=[count:1=pct:0.6]
OAZ1--LSP1	Adipose_Tissue=[count:1=pct:0.3],Skin=[count:1=pct:0.3]
OAZ1--METRNL	Whole_Blood=[count:2=pct:1.5],Blood=[count:1=pct:0.6]
OAZ1--NOTCH1	Blood=[count:2=pct:1.1]
OAZ1--PALM	Adipose_Tissue=[count:2=pct:0.7],Breast=[count:1=pct:0.9],Lung=[count:1=pct:0.6],Heart=[count:1=pct:0.4]
OAZ1--PPP1R12C	Breast=[count:4=pct:3.6],Lung=[count:4=pct:2.4],Blood_Vessel=[count:3=pct:0.8],Colon=[count:3=pct:1.6],Adipose_Tissue=[count:2=pct:0.7],Esophagus=[count:2=pct:0.5],Skin=[count:2=pct:0.6],Blood=[count:1=pct:0.6],Spleen=[count:1=pct:0.9],Nerve=[count:1=pct:0.6],Thyroid=[count:1=pct:0.6],Salivary_Gland=[count:1=pct:2.6],Liver=[count:1=pct:0.8]
OAZ1--PPP6R2	Blood=[count:2=pct:1.1],Lung=[count:1=pct:0.6],Skin=[count:1=pct:0.3],Whole_Blood=[count:1=pct:0.8],Adipose_Tissue=[count:1=pct:0.3],Muscle=[count:1=pct:0.4]
OAZ1--PTMA	Adipose_Tissue=[count:1=pct:0.3],Skin=[count:1=pct:0.3]
OAZ1--R3HDM4	Blood=[count:2=pct:1.1],Whole_Blood=[count:1=pct:0.8]
OAZ1--RAC2	Whole_Blood=[count:17=pct:12.9],Blood=[count:13=pct:7.5]
OAZ1--RNF126	Blood=[count:1=pct:0.6],Skin=[count:1=pct:0.3]
OAZ1--SBNO2	Whole_Blood=[count:1=pct:0.8],Skin=[count:1=pct:0.3]
OAZ1--SLC16A3	Blood=[count:2=pct:1.1]
OAZ1--SNN	Blood=[count:1=pct:0.6],Whole_Blood=[count:1=pct:0.8]
OAZ1--TMEM8A	Blood_Vessel=[count:1=pct:0.3],Nerve=[count:1=pct:0.6],Lung=[count:1=pct:0.6],Whole_Blood=[count:1=pct:0.8]
OAZ1--UBB	Whole_Blood=[count:1=pct:0.8],Liver=[count:1=pct:0.8]
OAZ1--ZBTB7A	Blood_Vessel=[count:1=pct:0.3],Adipose_Tissue=[count:1=pct:0.3],Blood=[count:1=pct:0.6],Whole_Blood=[count:1=pct:0.8]
OBSCN--TNNT2	Heart=[count:2=pct:0.8]
OR51S1--TP53I11	Adipose_Tissue=[count:116=pct:38.9],Blood_Vessel=[count:103=pct:27.9],Brain=[count:88=pct:13.4],Blood=[count:75=pct:43.1],Esophagus=[count:72=pct:17.8],Heart=[count:64=pct:25.5],Skin=[count:61=pct:19.4],Spleen=[count:61=pct:54.5],Lung=[count:53=pct:31.7],Whole_Blood=[count:52=pct:39.4],Breast=[count:50=pct:45.0],Thyroid=[count:45=pct:25.4],Nerve=[count:41=pct:24.1],Colon=[count:38=pct:19.9],Prostate=[count:25=pct:41.0],Small_Intestine=[count:16=pct:29.1],Pancreas=[count:16=pct:8.8],Stomach=[count:14=pct:15.7],Vagina=[count:12=pct:21.8],Adrenal_Gland=[count:7=pct:8.2],Salivary_Gland=[count:7=pct:17.9],Uterus=[count:7=pct:16.3],Pituitary=[count:6=pct:11.5],Fallopian_Tube=[count:5=pct:83.3],Muscle=[count:3=pct:1.3],Kidney=[count:3=pct:21.4],Ovary=[count:3=pct:5.7],Testis=[count:1=pct:1.0],Liver=[count:1=pct:0.8],Cervix_Uteri=[count:1=pct:12.5]
OTUD5--FGFR4	Blood=[count:6=pct:3.4],Thyroid=[count:2=pct:1.1],Lung=[count:2=pct:1.2],Whole_Blood=[count:2=pct:1.5],Esophagus=[count:1=pct:0.2],Adipose_Tissue=[count:1=pct:0.3],Pancreas=[count:1=pct:0.6],Spleen=[count:1=pct:0.9],Blood_Vessel=[count:1=pct:0.3],Brain=[count:1=pct:0.2],Small_Intestine=[count:1=pct:1.8],Breast=[count:1=pct:0.9],Colon=[count:1=pct:0.5],Prostate=[count:1=pct:1.6],Skin=[count:1=pct:0.3]
OTUD5--TEX101	Skin=[count:4=pct:1.3],Brain=[count:2=pct:0.3],Spleen=[count:2=pct:1.8],Blood_Vessel=[count:2=pct:0.5],Lung=[count:2=pct:1.2],Small_Intestine=[count:2=pct:3.6],Heart=[count:1=pct:0.4],Nerve=[count:1=pct:0.6],Liver=[count:1=pct:0.8],Whole_Blood=[count:1=pct:0.8],Pituitary=[count:1=pct:1.9]
OVOL1--FOSL1	Skin=[count:2=pct:0.6]
P2RY8--PLXNA3	Spleen=[count:1=pct:0.9],Nerve=[count:1=pct:0.6],Breast=[count:1=pct:0.9],Whole_Blood=[count:1=pct:0.8]
P4HA2--AC034220.3	Brain=[count:9=pct:1.4]
P4HB--CELA3B	Pancreas=[count:2=pct:1.1]
P4HB--HGS	Blood_Vessel=[count:1=pct:0.3],Esophagus=[count:1=pct:0.2]
P4HTM--ARIH2	Blood_Vessel=[count:2=pct:0.5],Muscle=[count:1=pct:0.4]
PABPC1L--YWHAB	Uterus=[count:1=pct:2.3],Colon=[count:1=pct:0.5],Whole_Blood=[count:1=pct:0.8],Skin=[count:1=pct:0.3]
PACS2--ACTG1	Heart=[count:1=pct:0.4],Colon=[count:1=pct:0.5]
PACSIN2--CYB5R3	Whole_Blood=[count:1=pct:0.8],Blood_Vessel=[count:1=pct:0.3],Pancreas=[count:1=pct:0.6]
PANK2--C9orf3	Nerve=[count:3=pct:1.8],Blood_Vessel=[count:1=pct:0.3]
PARD6G--CTDP1	Skin=[count:2=pct:0.6]
PARD6G--PQLC1	Skin=[count:7=pct:2.2]
PARD6G--TXNL4A	Skin=[count:2=pct:0.6]
PARP8--BASP1	Blood=[count:2=pct:1.1],Whole_Blood=[count:1=pct:0.8]
PARP8--EMB	Blood=[count:1=pct:0.6],Adrenal_Gland=[count:1=pct:1.2]
PCAT1--RP11-382A18.2	Adipose_Tissue=[count:3=pct:1.0],Skin=[count:2=pct:0.6]
PCDH15--RP11-168O22.1	Adrenal_Gland=[count:35=pct:41.2],Pituitary=[count:2=pct:3.8],Brain=[count:2=pct:0.3],Skin=[count:1=pct:0.3]
PCGF3--GAK	Skin=[count:1=pct:0.3],Whole_Blood=[count:1=pct:0.8]
PCMTD1--C9orf3	Blood_Vessel=[count:1=pct:0.3],Ovary=[count:1=pct:1.9]
PCNX--SLC25A37	Whole_Blood=[count:1=pct:0.8],Blood=[count:1=pct:0.6]
PCSK5--MYL2	Muscle=[count:2=pct:0.9]
PCSK7--AC053503.6	Colon=[count:4=pct:2.1],Esophagus=[count:2=pct:0.5],Prostate=[count:1=pct:1.6]
PCSK7--MYH11	Esophagus=[count:4=pct:1.0],Colon=[count:1=pct:0.5],Blood_Vessel=[count:1=pct:0.3]
PCSK7--TPM2	Blood_Vessel=[count:5=pct:1.4],Colon=[count:1=pct:0.5],Esophagus=[count:1=pct:0.2]
PDE1A--UBE2E3	Brain=[count:2=pct:0.3]
PDE1C--DNAJC6	Colon=[count:1=pct:0.5],Prostate=[count:1=pct:1.6],Nerve=[count:1=pct:0.6]
PDE6B--PPP2R2D	Brain=[count:3=pct:0.5],Pancreas=[count:2=pct:1.1],Prostate=[count:1=pct:1.6],Lung=[count:1=pct:0.6],Spleen=[count:1=pct:0.9],Esophagus=[count:1=pct:0.2]
PDIA2--CTRB2	Pancreas=[count:2=pct:1.1]
PDLIM3--SORBS2	Heart=[count:3=pct:1.2]
PDLIM7--ATP2A1	Muscle=[count:11=pct:4.7]
PDLIM7--GRK6	Blood=[count:5=pct:2.9],Adipose_Tissue=[count:1=pct:0.3],Blood_Vessel=[count:1=pct:0.3],Whole_Blood=[count:1=pct:0.8]
PDLIM7--MED24	Muscle=[count:25=pct:10.6],Esophagus=[count:6=pct:1.5],Blood_Vessel=[count:5=pct:1.4],Colon=[count:3=pct:1.6],Prostate=[count:1=pct:1.6]
PDLIM7--TNNT3	Muscle=[count:2=pct:0.9]
PDLIM7--TPM2	Blood_Vessel=[count:3=pct:0.8]
PDXDC1--NPIPA1	Brain=[count:6=pct:0.9],Adipose_Tissue=[count:2=pct:0.7],Testis=[count:1=pct:1.0],Esophagus=[count:1=pct:0.2]
PDZRN4--CHMP1A	Esophagus=[count:1=pct:0.2],Blood_Vessel=[count:1=pct:0.3]
PER2--HDAC4	Thyroid=[count:1=pct:0.6],Brain=[count:1=pct:0.2],Blood_Vessel=[count:1=pct:0.3]
PFDN5--COX7A2	Nerve=[count:1=pct:0.6],Adipose_Tissue=[count:1=pct:0.3],Prostate=[count:1=pct:1.6],Thyroid=[count:1=pct:0.6]
PFKFB3--ACTG1	Muscle=[count:4=pct:1.7]
PFKFB3--ARAP1	Blood=[count:2=pct:1.1],Whole_Blood=[count:2=pct:1.5]
PFKFB3--ATP2A1	Muscle=[count:6=pct:2.6]
PFKFB3--B2M	Whole_Blood=[count:3=pct:2.3],Blood=[count:1=pct:0.6]
PFKFB3--DHX34	Blood=[count:4=pct:2.3],Whole_Blood=[count:4=pct:3.0]
PFKFB3--DLGAP4	Muscle=[count:3=pct:1.3]
PFKFB3--IFITM2	Blood=[count:1=pct:0.6],Whole_Blood=[count:1=pct:0.8]
PFKFB3--MED24	Muscle=[count:2=pct:0.9]
PGA5--POMGNT2	Stomach=[count:3=pct:3.4]
PGAM2--MYH7	Heart=[count:1=pct:0.4],Muscle=[count:1=pct:0.4]
PGC--LIPF	Stomach=[count:3=pct:3.4]
PIAS2--MBP	Brain=[count:2=pct:0.3]
PICALM--SYTL2	Nerve=[count:2=pct:1.2],Adipose_Tissue=[count:2=pct:0.7],Blood_Vessel=[count:1=pct:0.3]
PID1--AC009410.1	Brain=[count:4=pct:0.6]
PIGR--LYZ	Salivary_Gland=[count:2=pct:5.1]
PILRB--GATS	Muscle=[count:2=pct:0.9],Brain=[count:1=pct:0.2]
PIM3--RAC2	Blood=[count:2=pct:1.1]
PIM3--SCO2	Blood=[count:4=pct:2.3],Whole_Blood=[count:3=pct:2.3]
PIP4K2A--UBB	Whole_Blood=[count:5=pct:3.8],Blood=[count:3=pct:1.7]
PLA2G1B--PLA2G2D	Pancreas=[count:5=pct:2.8]
PLA2G1B--SRP54	Pancreas=[count:2=pct:1.1]
PLEC--SHARPIN	Skin=[count:1=pct:0.3],Small_Intestine=[count:1=pct:1.8]
PLIN1--PPP1R15A	Brain=[count:1=pct:0.2],Adipose_Tissue=[count:1=pct:0.3],Blood=[count:1=pct:0.6]
PLXDC1--TAF13	Brain=[count:5=pct:0.8],Lung=[count:2=pct:1.2],Pituitary=[count:1=pct:1.9],Heart=[count:1=pct:0.4],Esophagus=[count:1=pct:0.2],Muscle=[count:1=pct:0.4]
PLXNB2--SCO2	Blood=[count:1=pct:0.6],Lung=[count:1=pct:0.6]
PNLIP--AMY2B	Pancreas=[count:2=pct:1.1]
PNLIP--CELA3A	Pancreas=[count:2=pct:1.1]
PNLIP--CPA1	Pancreas=[count:14=pct:7.7]
PNLIP--CPA2	Pancreas=[count:3=pct:1.7]
PNLIP--CPB1	Pancreas=[count:9=pct:5.0]
PNLIP--GP2	Pancreas=[count:3=pct:1.7]
PNLIP--PRSS1	Pancreas=[count:16=pct:8.8]
PNLIP--PRSS3P2	Pancreas=[count:10=pct:5.5]
PNLIPRP1--CEL	Pancreas=[count:2=pct:1.1]
PNLIPRP1--CELA2A	Pancreas=[count:2=pct:1.1]
PNLIPRP1--CELA3B	Pancreas=[count:2=pct:1.1]
PNLIPRP1--CLPS	Pancreas=[count:7=pct:3.9]
PNLIPRP1--CPA2	Pancreas=[count:6=pct:3.3]
PNLIPRP1--CTRB2	Pancreas=[count:2=pct:1.1]
PNLIPRP1--GP2	Pancreas=[count:3=pct:1.7]
PNLIPRP1--REG1A	Pancreas=[count:2=pct:1.1]
PNLIPRP2--CELA3A	Pancreas=[count:2=pct:1.1]
PNPLA2--GLUL	Adipose_Tissue=[count:1=pct:0.3],Breast=[count:1=pct:0.9]
PNPLA2--PIDD	Breast=[count:1=pct:0.9],Adipose_Tissue=[count:1=pct:0.3]
PNPLA7--PPP1R12C	Esophagus=[count:1=pct:0.2],Colon=[count:1=pct:0.5]
POLE4--AC104135.3	Brain=[count:2=pct:0.3]
POLE4--RP11-355F16.1	Blood_Vessel=[count:4=pct:1.1],Adipose_Tissue=[count:2=pct:0.7],Nerve=[count:1=pct:0.6],Lung=[count:1=pct:0.6]
POLR2F--MXI1	Brain=[count:1=pct:0.2],Nerve=[count:1=pct:0.6]
PPIB--PRL	Pituitary=[count:8=pct:15.4]
PPL--SAA1	Liver=[count:7=pct:5.8]
PPP1CB--BRE	Esophagus=[count:1=pct:0.2],Adrenal_Gland=[count:1=pct:1.2]
PPP1R12C--ADSSL1	Blood_Vessel=[count:2=pct:0.5]
PPP1R12C--CIC	Skin=[count:1=pct:0.3],Colon=[count:1=pct:0.5]
PPP1R12C--CIRBP	Skin=[count:2=pct:0.6],Esophagus=[count:1=pct:0.2],Brain=[count:1=pct:0.2]
PPP1R12C--CNN2	Blood_Vessel=[count:14=pct:3.8],Adipose_Tissue=[count:5=pct:1.7],Esophagus=[count:5=pct:1.2],Lung=[count:5=pct:3.0],Breast=[count:3=pct:2.7],Skin=[count:3=pct:1.0],Colon=[count:3=pct:1.6],Nerve=[count:2=pct:1.2],Spleen=[count:1=pct:0.9],Uterus=[count:1=pct:2.3],Blood=[count:1=pct:0.6],Stomach=[count:1=pct:1.1]
PPP1R12C--DAZAP1	Colon=[count:1=pct:0.5],Esophagus=[count:1=pct:0.2]
PPP1R12C--FAM132A	Colon=[count:2=pct:1.0]
PPP1R12C--PPP6R1	Spleen=[count:1=pct:0.9],Blood_Vessel=[count:1=pct:0.3]
PPP1R12C--SUN1	Colon=[count:1=pct:0.5],Esophagus=[count:1=pct:0.2]
PPP1R12C--TMEM8A	Esophagus=[count:2=pct:0.5],Spleen=[count:2=pct:1.8],Pancreas=[count:1=pct:0.6]
PPP1R12C--TNK2	Skin=[count:1=pct:0.3],Lung=[count:1=pct:0.6]
PPP1R12C--TPM1	Colon=[count:2=pct:1.0],Esophagus=[count:1=pct:0.2]
PPP1R12C--ZNF787	Skin=[count:2=pct:0.6]
PPP1R13B--KLC1	Thyroid=[count:1=pct:0.6],Breast=[count:1=pct:0.9]
PPP1R15A--HBA2	Whole_Blood=[count:1=pct:0.8],Blood=[count:1=pct:0.6]
PPP2CB--RBPMS	Thyroid=[count:1=pct:0.6],Esophagus=[count:1=pct:0.2]
PPP3CA--BANK1	Spleen=[count:2=pct:1.8]
PPP3CA--UBE2D3	Thyroid=[count:1=pct:0.6],Whole_Blood=[count:1=pct:0.8]
PPP6R2--SCO2	Blood=[count:3=pct:1.7],Whole_Blood=[count:2=pct:1.5],Nerve=[count:1=pct:0.6],Adipose_Tissue=[count:1=pct:0.3],Lung=[count:1=pct:0.6],Skin=[count:1=pct:0.3]
PQLC1--CTDP1	Skin=[count:7=pct:2.2],Blood=[count:7=pct:4.0],Whole_Blood=[count:4=pct:3.0],Adipose_Tissue=[count:1=pct:0.3],Brain=[count:1=pct:0.2]
PQLC1--NFATC1	Blood=[count:1=pct:0.6],Muscle=[count:1=pct:0.4],Nerve=[count:1=pct:0.6]
PQLC1--TXNL4A	Skin=[count:1=pct:0.3],Liver=[count:1=pct:0.8],Muscle=[count:1=pct:0.4]
PRDM16--SKI	Blood_Vessel=[count:4=pct:1.1]
PREX1--ZFAS1	Blood=[count:8=pct:4.6],Spleen=[count:1=pct:0.9],Whole_Blood=[count:1=pct:0.8]
PRKAR1B--SUN1	Heart=[count:1=pct:0.4],Spleen=[count:1=pct:0.9]
PRKCB--METTL9	Whole_Blood=[count:1=pct:0.8],Blood=[count:1=pct:0.6]
PRKCE--EPAS1	Lung=[count:2=pct:1.2]
PRL--GH1	Pituitary=[count:3=pct:5.8]
PRODH--DMKN	Skin=[count:2=pct:0.6]
PROSC--CHMP1A	Blood_Vessel=[count:5=pct:1.4],Adrenal_Gland=[count:2=pct:2.4],Skin=[count:2=pct:0.6],Pituitary=[count:1=pct:1.9],Thyroid=[count:1=pct:0.6],Colon=[count:1=pct:0.5],Bladder=[count:1=pct:11.1],Stomach=[count:1=pct:1.1],Whole_Blood=[count:1=pct:0.8],Salivary_Gland=[count:1=pct:2.6],Blood=[count:1=pct:0.6],Nerve=[count:1=pct:0.6]
PROSC--DAP3	Muscle=[count:1=pct:0.4],Vagina=[count:1=pct:1.8]
PROSC--SRSF1	Breast=[count:2=pct:1.8],Blood_Vessel=[count:2=pct:0.5],Thyroid=[count:1=pct:0.6],Colon=[count:1=pct:0.5],Skin=[count:1=pct:0.3]
PROSC--TUBGCP6	Adipose_Tissue=[count:1=pct:0.3],Pancreas=[count:1=pct:0.6]
PRSS1--CEL	Pancreas=[count:6=pct:3.3]
PRSS1--CELA3A	Pancreas=[count:4=pct:2.2]
PRSS1--CELA3B	Pancreas=[count:3=pct:1.7]
PRSS1--CLPS	Pancreas=[count:3=pct:1.7]
PRSS1--CPA1	Pancreas=[count:18=pct:9.9]
PRSS1--ELAVL1	Pancreas=[count:4=pct:2.2]
PRSS1--GP2	Pancreas=[count:12=pct:6.6]
PRSS1--KLK12	Pancreas=[count:5=pct:2.8]
PRSS3--CEL	Pancreas=[count:2=pct:1.1]
PRSS3P1--CEL	Pancreas=[count:5=pct:2.8]
PRSS3P1--CELA3A	Pancreas=[count:15=pct:8.3]
PRSS3P1--CELA3B	Pancreas=[count:6=pct:3.3]
PRSS3P1--CTRC	Pancreas=[count:2=pct:1.1]
PRSS3P2--CTRC	Pancreas=[count:3=pct:1.7]
PRSS3P2--ELAVL1	Pancreas=[count:3=pct:1.7]
PRSS3P2--KLK1	Pancreas=[count:2=pct:1.1]
PRSS3P2--KLK6	Pancreas=[count:9=pct:5.0]
PRSS3P2--REG3A	Pancreas=[count:2=pct:1.1]
PSD3--RP11-1080G15.1	Salivary_Gland=[count:1=pct:2.6],Adipose_Tissue=[count:1=pct:0.3]
PSME1--MYH7	Heart=[count:4=pct:1.6]
PSPC1--ITM2B	Blood=[count:4=pct:2.3]
PTDSS1--SDC2	Brain=[count:3=pct:0.5]
PTGDS--HIP1R	Brain=[count:3=pct:0.5]
PTGDS--MBP	Brain=[count:2=pct:0.3]
PTGDS--MFSD10	Brain=[count:3=pct:0.5]
PTGDS--MIR202	Testis=[count:2=pct:1.9]
PTMA--CXCR4	Whole_Blood=[count:2=pct:1.5]
PTPRC--FUS	Whole_Blood=[count:1=pct:0.8],Blood=[count:1=pct:0.6]
PTPRC--MNDA	Blood=[count:6=pct:3.4],Whole_Blood=[count:3=pct:2.3]
PTPRC--SMAP2	Whole_Blood=[count:2=pct:1.5]
