HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Synonyms	Chromosome	Accession Numbers	RefSeq IDs
HGNC:115	ACLY	ATP citrate lyase	Approved		ATPCL, CLATP, ACL	17q21.2	X64330	NM_001096
HGNC:116	ACMG~withdrawn	entry withdrawn	Entry Withdrawn					
HGNC:19288	ACMSD	aminocarboxymuconate semialdehyde decarboxylase	Approved			2q21.3	AB071418	
HGNC:117	ACO1	aconitase 1	Approved	IREB1	IRP1, IREBP	9p21.1	M58510	NM_002197
HGNC:118	ACO2	aconitase 2	Approved		ACONM	22q13.2	AH006514	NM_001098
HGNC:33904	ACOD1	aconitate decarboxylase 1	Approved	IRG1	CAD	13q22.3		XM_001133269
HGNC:33128	ACOT1	acyl-CoA thioesterase 1	Approved		ACH2, CTE-1, LACH2	14q24.3	DQ082754	NM_001037161
HGNC:18431	ACOT2	acyl-CoA thioesterase 2	Approved		Mte1, ZAP128	14q24.3	AY005822, AK001939	NM_006821
HGNC:19748	ACOT4	acyl-CoA thioesterase 4	Approved		FLJ31235, PTE-Ib, PTE2B	14q24.1	BC031799	NM_152331
HGNC:33159	ACOT6	acyl-CoA thioesterase 6	Approved	C14orf42		14q24.3	DQ082756, BF109853	NM_001037162
HGNC:24157	ACOT7	acyl-CoA thioesterase 7	Approved		BACH, ACH1, ACT, CTE-II, LACH1, MGC1126, hBACH	1p36	AB074417	NM_007274
HGNC:15919	ACOT8	acyl-CoA thioesterase 8	Approved	PTE1	hACTE-III, hTE, PTE-2, NAP1	20q13.12	AF014404	NM_183386
HGNC:17152	ACOT9	acyl-CoA thioesterase 9	Approved		CGI-16, MT-ACT48, ACATE2	Xp22.11	AF132950	NM_012332
HGNC:18156	ACOT11	acyl-CoA thioesterase 11	Approved	THEA	STARD14, BFIT, KIAA0707, BFIT1, THEM1	1p32.3	AB014607	NM_015547
HGNC:24436	ACOT12	acyl-CoA thioesterase 12	Approved		Cach, THEAL, STARD15	5q14.1	AB078619	NM_130767
HGNC:20999	ACOT13	acyl-CoA thioesterase 13	Approved	THEM2	HT012	6p22.1	AF220186	NM_018473
HGNC:119	ACOX1	acyl-CoA oxidase 1, palmitoyl	Approved		PALMCOX	17q25.1	U03254	
HGNC:120	ACOX2	acyl-CoA oxidase 2, branched chain	Approved		BRCACOX, BRCOX, THCCox	3p14.3	X95190	NM_003500
HGNC:121	ACOX3	acyl-CoA oxidase 3, pristanoyl	Approved			4p15.3	Y11411	
HGNC:25621	ACOXL	acyl-CoA oxidase-like	Approved		FLJ11042	2q13		NM_018308
HGNC:122	ACP1	acid phosphatase 1, soluble	Approved		HAAP, LMW-PTP	2p25	M87546	NM_004300
HGNC:123	ACP2	acid phosphatase 2, lysosomal	Approved		LAP	11p11.2	X15525	NM_001610
HGNC:124	ACP5	acid phosphatase 5, tartrate resistant	Approved		TRAP, HPAP	19p13.2	X14618	
HGNC:29609	ACP6	acid phosphatase 6, lysophosphatidic	Approved		LPAP, ACPL1	1q21	BC009965	NM_016361
HGNC:33781	ACP7	acid phosphatase 7, tartrate resistant (putative)	Approved		FLJ16165, PAPL1	19q13.2		NM_001004318
HGNC:125	ACPP	acid phosphatase, prostate	Approved		ACP3, ACP-3, PAP	3q22.1		NM_001099
HGNC:14376	ACPT	acid phosphatase, testicular	Approved			19q13.33	AF321918	NM_033068
HGNC:126	ACR	acrosin	Approved			22q13.33	CR456366	NM_001097
HGNC:17195	ACRBP	acrosin binding protein	Approved		SP32, OY-TES-1, CT23	12p13.31	AB051833	NM_032489
HGNC:15805	ACRC	acidic repeat containing	Approved			Xq13.1	AJ311392	
HGNC:127	ACRV1	acrosomal vesicle protein 1	Approved		SPACA2, SP-10, D11S4365	11q24.2	AK223335	NM_001612
HGNC:128	ACS3~withdrawn	symbol withdrawn, see TWIST1	Symbol Withdrawn					
HGNC:29567	ACSBG1	acyl-CoA synthetase bubblegum family member 1	Approved		BGM, FLJ30320, MGC14352, BG1, KIAA0631, hBG1, hsBG	15q23-q24	AB014531	NM_015162
HGNC:24174	ACSBG2	acyl-CoA synthetase bubblegum family member 2	Approved		BGR, PRTD-NY3, DKFZp434K1635	19p13.3		NM_030924
HGNC:26101	ACSF2	acyl-CoA synthetase family member 2	Approved		FLJ20920, ACSMW	17q21.33	AK024573, BC012053	NM_025149
HGNC:27288	ACSF3	acyl-CoA synthetase family member 3	Approved			16q24.3	AK075499	NM_174917
HGNC:3569	ACSL1	acyl-CoA synthetase long-chain family member 1	Approved	FACL2	LACS2, LACS, ACS1, LACS1, FACL1	4q35.1	BC026290	NM_001995
HGNC:3570	ACSL3	acyl-CoA synthetase long-chain family member 3	Approved	FACL3	ACS3, PRO2194	2q34-q35	D89053	NM_004457
HGNC:3571	ACSL4	acyl-CoA synthetase long-chain family member 4	Approved	FACL4, MRX63, MRX68	ACS4, LACS4	Xq22.3-q23	BC034959	NM_004458
HGNC:16526	ACSL5	acyl-CoA synthetase long-chain family member 5	Approved	FACL5	ACS5, ACS2	10q25.2	AB033899	NM_016234
HGNC:16496	ACSL6	acyl-CoA synthetase long-chain family member 6	Approved	FACL6	KIAA0837, ACS2, LACS5, LACS2	5q31	AB020644	NM_015256
HGNC:18049	ACSM1	acyl-CoA synthetase medium-chain family member 1	Approved	BUCS1	MACS1	16p12.3	AB059429	NM_052956
HGNC:32017	ACSM2A	acyl-CoA synthetase medium-chain family member 2A	Approved	ACSM2	A-923A4.1, MGC150530	16p12.3	AK091878, AK096039	NM_001010845
HGNC:30931	ACSM2B	acyl-CoA synthetase medium-chain family member 2B	Approved	ACSM2	HXMA, HYST1046	16p12.3	AY160217	NM_182617
HGNC:10522	ACSM3	acyl-CoA synthetase medium-chain family member 3	Approved	SAH	SA	16p13.11	D16350	NM_005622
HGNC:32016	ACSM4	acyl-CoA synthetase medium-chain family member 4	Approved			12p13.31		NM_001080454
HGNC:26060	ACSM5	acyl-CoA synthetase medium-chain family member 5	Approved		FLJ20581	16p12.3		NM_017888
HGNC:51295	ACSM5P1	acyl-CoA synthetase medium-chain family member 5 pseudogene 1	Approved			16p12.3		NG_026352
HGNC:31665	ACSM6	acyl-CoA synthetase medium-chain family member 6	Approved	C10orf129	bA310E22.3	10q23.33		NM_207321
HGNC:16091	ACSS1	acyl-CoA synthetase short-chain family member 1	Approved	ACAS2L	dJ568C11.3, AceCS2L, MGC33843	20p11.21		NM_032501
HGNC:15814	ACSS2	acyl-CoA synthetase short-chain family member 2	Approved	ACAS2	ACS, ACSA, AceCS, dJ1161H23.1	20q11.22	AF263614	NM_018677
HGNC:24723	ACSS3	acyl-CoA synthetase short-chain family member 3	Approved		FLJ21963	12q21.31		NM_024560
HGNC:129	ACTA1	actin, alpha 1, skeletal muscle	Approved	ACTA	NEM3	1q42.13	J00068	NM_001100
HGNC:130	ACTA2	actin, alpha 2, smooth muscle, aorta	Approved		ACTSA	10q23.31	X13839	NM_001613
HGNC:45169	ACTA2-AS1	ACTA2 antisense RNA 1	Approved		uc001kfo.1, ZXF1	10q23.31	AK093340, AX748062	
HGNC:131	ACTA3~withdrawn	symbol withdrawn, see ACTG2	Symbol Withdrawn					
HGNC:132	ACTB	actin, beta	Approved			7p22	M28424	NM_001101
HGNC:17780	ACTBL2	actin, beta-like 2	Approved		DKFZp686D0972	5q11.2		NM_001017992
HGNC:134	ACTBP1	actin, beta pseudogene 1	Approved			Xp11.3		NG_022596
HGNC:135	ACTBP2	actin, beta pseudogene 2	Approved			5q14.1		NG_003019
HGNC:136	ACTBP3	actin, beta pseudogene 3	Approved			18q21.33		
HGNC:137	ACTBP4	actin, beta pseudogene 4	Approved			5q23.3		
HGNC:138	ACTBP5~withdrawn	entry withdrawn	Entry Withdrawn					
HGNC:139	ACTBP6	actin, beta pseudogene 6	Approved			8q21.2		NG_008793
HGNC:140	ACTBP7	actin, beta pseudogene 7	Approved			15q15.3	V00479	
HGNC:141	ACTBP8	actin, beta pseudogene 8	Approved		ACTBP2	6q15	V00481	NG_000840
HGNC:142	ACTBP9	actin, beta pseudogene 9	Approved			18q21.33	D50604	NG_003162
HGNC:31819	ACTBP10	actin, beta pseudogene 10	Approved			14q11.2		
HGNC:33971	ACTBP11	actin, beta pseudogene 11	Approved			1q41		
HGNC:150	ACTBP12	actin, beta pseudogene 12	Approved	ACTGP5		1p22.1		NG_026958
HGNC:44626	ACTBP13	actin, beta pseudogene 13	Approved			3p21.31		
HGNC:45086	ACTBP14	actin, beta pseudogene 14	Approved			10q22.1		NG_022182
HGNC:143	ACTC1	actin, alpha, cardiac muscle 1	Approved	ACTC	CMD1R	15q14	BC009978	NM_005159
HGNC:144	ACTG1	actin gamma 1	Approved	ACTG, DFNA20, DFNA26		17q25.3		NM_001614
HGNC:146	ACTG1P1	actin gamma 1 pseudogene 1	Approved	ACTGP1, ACT1GP1		3q23	D50658	NG_001068
HGNC:147	ACTG1P2	actin gamma 1 pseudogene 2	Approved	ACTL2, ACTGP2		Yq11.222		NG_004636
HGNC:148	ACTG1P3	actin gamma 1 pseudogene 3	Approved	ACTGP3		20p13	AF196978	NG_000842
HGNC:149	ACTG1P4	actin gamma 1 pseudogene 4	Approved	ACTGP4		1p21		
HGNC:151	ACTG1P6	actin gamma 1 pseudogene 6	Approved	ACTGP6		1p21		
HGNC:152	ACTG1P7	actin gamma 1 pseudogene 7	Approved	ACTGP7		1p21		
HGNC:153	ACTG1P8	actin gamma 1 pseudogene 8	Approved	ACTGP8		1p21		
HGNC:154	ACTG1P9	actin gamma 1 pseudogene 9	Approved	ACTGP9		6p12.3	D50659	NG_001069
HGNC:155	ACTG1P10	actin gamma 1 pseudogene 10	Approved	ACTL1, ACTGP10		Xp11.22	AL139396	NG_003039
HGNC:37651	ACTG1P11	actin gamma 1 pseudogene 11	Approved			Yq11.222		NG_004636
HGNC:44496	ACTG1P12	actin gamma 1 pseudogene 12	Approved			3p25.2		
HGNC:49058	ACTG1P13	actin gamma 1 pseudogene 13	Approved			3q12.1		
HGNC:49751	ACTG1P14	actin gamma 1 pseudogene 14	Approved			9p24.1		NG_023870
HGNC:51495	ACTG1P15	actin gamma 1 pseudogene 15	Approved			15q14		
HGNC:51496	ACTG1P16	actin gamma 1 pseudogene 16	Approved			16q12.1		
HGNC:51497	ACTG1P17	actin gamma 1 pseudogene 17	Approved			15q25.2		
HGNC:51498	ACTG1P18	actin gamma 1 pseudogene 18	Approved			6q16.3		
HGNC:51499	ACTG1P19	actin gamma 1 pseudogene 19	Approved			9q31.1		
HGNC:51500	ACTG1P20	actin gamma 1 pseudogene 20	Approved			1p36.11		
HGNC:51501	ACTG1P21	actin gamma 1 pseudogene 21	Approved			1p31.1		
HGNC:51502	ACTG1P22	actin gamma 1 pseudogene 22	Approved			2p16.1		
HGNC:51503	ACTG1P23	actin gamma 1 pseudogene 23	Approved			3q26.31		
HGNC:49661	ACTG1P24	actin gamma 1 pseudogene 24	Approved	POTENP		17p11.2		
HGNC:145	ACTG2	actin, gamma 2, smooth muscle, enteric	Approved	ACTL3, ACTA3	ACTSG	2p13.1		NM_001615
HGNC:156	ACTL2~withdrawn	symbol withdrawn, see ACTG1P2	Symbol Withdrawn					
HGNC:157	ACTL3~withdrawn	symbol withdrawn, see ACTG2	Symbol Withdrawn					
HGNC:158	ACTL4~withdrawn	entry withdrawn	Entry Withdrawn					
HGNC:159	ACTL5~withdrawn	entry withdrawn	Entry Withdrawn					
HGNC:24124	ACTL6A	actin like 6A	Approved		Actl6, BAF53A, Arp4, Baf53a, INO80K	3q26.33	AK098691	NM_004301
HGNC:160	ACTL6B	actin like 6B	Approved	ACTL6	BAF53B	7q22	AB015906	NM_016188
HGNC:161	ACTL7A	actin like 7A	Approved			9q31	BC014610	NM_006687
HGNC:162	ACTL7B	actin like 7B	Approved		Tact1	9q31	BC033789	NM_006686
HGNC:24018	ACTL8	actin like 8	Approved		CT57	1p36.13	AK057339	NM_030812
HGNC:28494	ACTL9	actin like 9	Approved		MGC33407	19p13.2		NM_178525
HGNC:16127	ACTL10	actin like 10	Approved	C20orf134		20q11.22	AL121906	
HGNC:163	ACTN1	actinin alpha 1	Approved			14q24.1	M95178	NM_001102
HGNC:20131	ACTN1-AS1	ACTN1 antisense RNA 1	Approved	C14orf84		14q24.1	DB029126, AI147349	
HGNC:164	ACTN2	actinin alpha 2	Approved			1q42-q43	BC047901	NM_001103
HGNC:165	ACTN3	actinin alpha 3 (gene/pseudogene)	Approved			11q13.2	M86407	NM_001104
HGNC:166	ACTN4	actinin alpha 4	Approved	FSGS1		19q13	D89980	
HGNC:44028	ACTN4P1	actinin alpha 4 pseudogene 1	Approved			4q26		
HGNC:44032	ACTN4P2	actinin alpha 4 pseudogene 2	Approved			1p34.3		
HGNC:51621	ACTP1	actin family pseudogene 1	Approved			2q12.3		
HGNC:167	ACTR1A	ARP1 actin-related protein 1 homolog A, centractin alpha	Approved		ARP1, Arp1A	10q24	X82206	
HGNC:168	ACTR1B	ARP1 actin-related protein 1 homolog B, centractin beta	Approved	CTRN2	Arp1B	2q11.2	X82207	NM_005735
HGNC:169	ACTR2	ARP2 actin-related protein 2 homolog (yeast)	Approved		ARP2	2p14	AF006082	NM_001005386
HGNC:170	ACTR3	ARP3 actin-related protein 3 homolog (yeast)	Approved		ARP3	2q14.1	AF006083	NM_005721
HGNC:17256	ACTR3B	ARP3 actin-related protein 3 homolog B (yeast)	Approved		ARP11, ARP3beta	7q36.1		NM_020445
HGNC:37724	ACTR3BP1	ACTR3B pseudogene 1	Approved			Yq11.21		NG_005799
HGNC:38677	ACTR3BP2	ACTR3B pseudogene 2	Approved		FKSG73	2p11.1		
HGNC:38678	ACTR3BP3	ACTR3B pseudogene 3	Approved			16p11.2		
HGNC:38681	ACTR3BP4	ACTR3B pseudogene 4	Approved			4q24		
HGNC:38682	ACTR3BP5	ACTR3B pseudogene 5	Approved			10p11.1		
HGNC:38683	ACTR3BP6	ACTR3B pseudogene 6	Approved			22q11.1		
HGNC:37282	ACTR3C	ARP3 actin-related protein 3 homolog C	Approved		ARP11	7q36.1		
HGNC:31820	ACTR3P1	ACTR3 pseudogene 1	Approved			14q11.2		
HGNC:38676	ACTR3P2	ACTR3 pseudogene 2	Approved			Xq13.1		
HGNC:38679	ACTR3P3	ACTR3 pseudogene 3	Approved			3q12.2		
HGNC:14671	ACTR5	ARP5 actin-related protein 5 homolog	Approved		FLJ12785, Arp5, INO80M	20q12	AK022847	NM_024855
HGNC:24025	ACTR6	ARP6 actin-related protein 6 homolog	Approved		ARP6, FLJ13433	12q23.1	AF212251	NM_022496
HGNC:44210	ACTR6P1	ACTR6 pseudogene 1	Approved			4q25		NG_025147
HGNC:14672	ACTR8	ARP8 actin-related protein 8 homolog	Approved		INO80N	3p21.31		NM_022899
HGNC:17372	ACTR10	actin-related protein 10 homolog	Approved		HARP11, ACTR11, Arp11, Arp10	14q23.1	AF220190	
HGNC:24027	ACTRT1	actin related protein T1	Approved		AIP1, KIAA0705, ARIP1, Arp-T1	Xq25	AF440739	NM_138289
HGNC:24026	ACTRT2	actin related protein T2	Approved		Arp-T2, ARPM2, FLJ25424	1p36.3	AF440740, AB057364	NM_080431
HGNC:24022	ACTRT3	actin related protein T3	Approved		ARPM1	3q26.2	AK055346	NM_032487
HGNC:171	ACVR1	activin A receptor type 1	Approved	ACVRLK2	SKR1, ALK2, ACVR1A	2q23-q24		NM_001105
HGNC:172	ACVR1B	activin A receptor type 1B	Approved	ACVRLK4	ALK4, SKR2, ActRIB	12q13		NM_020328
HGNC:18123	ACVR1C	activin A receptor type 1C	Approved		ALK7, ACVRLK7	2q24.2	BC022530	NM_145259
HGNC:173	ACVR2A	activin A receptor type 2A	Approved	ACVR2	ACTRII	2q22.2-q23.3		NM_001616
HGNC:174	ACVR2B	activin A receptor type 2B	Approved		ActR-IIB	3p22	X77533	NM_001106
HGNC:44161	ACVR2B-AS1	ACVR2B antisense RNA 1	Approved			3p22.2	AK025619	NR_028389
HGNC:175	ACVRL1	activin A receptor like type 1	Approved	ACVRLK1, ORW2	HHT2, ALK1, HHT	12q13.13	L17075	NM_000020
HGNC:176	ACVRLK2~withdrawn	symbol withdrawn, see ACVR1	Symbol Withdrawn					
HGNC:177	ACY1	aminoacylase 1	Approved			3p21.2	L07548	NM_000666
HGNC:178	ACY1L~withdrawn	symbol withdrawn, see CCDC102B	Symbol Withdrawn					
HGNC:24104	ACY3	aminoacylase 3	Approved		HCBP1, MGC9740, ACY-3	11q13.2	BC008689	NM_080658
HGNC:179	ACYP1	acylphosphatase 1	Approved			14q24.3	X84194	
HGNC:180	ACYP2	acylphosphatase 2	Approved			2p16.2	X84195	
HGNC:181	AD1~withdrawn	symbol withdrawn, see APP	Symbol Withdrawn					
HGNC:182	AD2~withdrawn	symbol withdrawn, see APOE	Symbol Withdrawn					
HGNC:183	AD3~withdrawn	symbol withdrawn, see PSEN1	Symbol Withdrawn					
HGNC:184	AD4~withdrawn	symbol withdrawn, see PSEN2	Symbol Withdrawn					
HGNC:185	AD5	Alzheimer disease 5	Approved			12p11.23-q13.12		
HGNC:186	ADA	adenosine deaminase	Approved			20q13.12	X02994	NM_000022
HGNC:30713	ADAD1	adenosine deaminase domain containing 1	Approved		Tenr	4q27	AK057303	NM_139243
HGNC:44550	ADAD1P1	adenosine deaminase domain containing 1 pseudogene 1	Approved			3p22.2		
HGNC:44552	ADAD1P2	adenosine deaminase domain containing 1 pseudogene 2	Approved			18q21.1		
HGNC:30714	ADAD2	adenosine deaminase domain containing 2	Approved		TENRL, FLJ00337	16q24.1	AF447586	NM_139174
HGNC:31853	ADAL	adenosine deaminase-like	Approved			15q15.3		XM_091156
HGNC:187	ADAM1A	ADAM metallopeptidase domain 1A (pseudogene)	Approved	ADAM1	FTNAP, PH-30a, Ftna, ADAM1P	12q24.13	Y09232	NG_001216
HGNC:44366	ADAM1B	ADAM metallopeptidase domain 1B (pseudogene)	Approved			12q24.13		NG_024129
HGNC:198	ADAM2	ADAM metallopeptidase domain 2	Approved	FTNB	PH-30b, PH30, CT15	8p11.2	U52370	NM_001464
HGNC:209	ADAM3A	ADAM metallopeptidase domain 3A (pseudogene)	Approved	CYRN1	ADAM3, tMDCI	8p11.22	X89657	NR_001569
HGNC:210	ADAM3B	ADAM metallopeptidase domain 3B (pseudogene)	Approved	CYRN2		16q12.1	Y10615	NG_001526
HGNC:212	ADAM5	ADAM metallopeptidase domain 5 (pseudogene)	Approved	ADAM5P	tMDCII	8p11.23	BC047448	NR_001448
HGNC:213	ADAM6	ADAM metallopeptidase domain 6 (pseudogene)	Approved	C14orf96	tMDCIV	14q32.33	AI024595	NR_002224
HGNC:214	ADAM7	ADAM metallopeptidase domain 7	Approved		GP-83, EAPI	8p21.2	AF090327	NM_003817
HGNC:215	ADAM8	ADAM metallopeptidase domain 8	Approved		CD156, MS2, CD156a	10q26.3	D26579	NM_001109
HGNC:216	ADAM9	ADAM metallopeptidase domain 9	Approved	CORD9	MDC9, KIAA0021, MCMP, Mltng	8p11.23	U41766	
HGNC:188	ADAM10	ADAM metallopeptidase domain 10	Approved		kuz, MADM, HsT18717, CD156c	15q2	AF009615	NM_001110
HGNC:189	ADAM11	ADAM metallopeptidase domain 11	Approved	MDC		17q21.3	D17390	NM_002390
HGNC:190	ADAM12	ADAM metallopeptidase domain 12	Approved		MCMPMltna, MLTN	10q26	AF023476	
HGNC:43841	ADAM12-OT1~withdrawn	entry withdrawn	Entry Withdrawn					
HGNC:193	ADAM15	ADAM metallopeptidase domain 15	Approved		MDC15	1q21.3	U46005	NM_003815
HGNC:195	ADAM17	ADAM metallopeptidase domain 17	Approved	TACE	cSVP, CD156B	2p25	U69611	
HGNC:196	ADAM18	ADAM metallopeptidase domain 18	Approved		tMDCIII, ADAM27	8p11.22	AJ133004	NM_014237
HGNC:197	ADAM19	ADAM metallopeptidase domain 19	Approved		MLTNB	5q33.3	AF311317	NM_033274
HGNC:199	ADAM20	ADAM metallopeptidase domain 20	Approved			14q24.2	AF029899	
HGNC:20102	ADAM20P1	ADAM metallopeptidase domain 20 pseudogene 1	Approved	C14orf55		14q24.2	BC047939	NR_037933
HGNC:43901	ADAM20P2	ADAM metallopeptidase domain 20 pseudogene 2	Approved			4q34.2		
HGNC:43902	ADAM20P3	ADAM metallopeptidase domain 20 pseudogene 3	Approved			4q35.2		
HGNC:200	ADAM21	ADAM metallopeptidase domain 21	Approved		ADAM31	14q24.2	AF029900	
HGNC:19822	ADAM21P1	ADAM metallopeptidase domain 21 pseudogene 1	Approved	ADAM21P		14q24.2		NG_002467
HGNC:201	ADAM22	ADAM metallopeptidase domain 22	Approved		MDC2	7q21	AB009671	NM_021723
HGNC:202	ADAM23	ADAM metallopeptidase domain 23	Approved		MDC3	2q33	AB009672	NM_003812
HGNC:203	ADAM24P	ADAM metallopeptidase domain 24, pseudogene	Approved			8p22		
HGNC:206	ADAM28	ADAM metallopeptidase domain 28	Approved		eMDCII, MDC-Lm, MDC-Ls, ADAM23	8p21.2	AJ242015	NM_021778
HGNC:207	ADAM29	ADAM metallopeptidase domain 29	Approved		svph1, CT73	4q34.1	AF171929	
HGNC:208	ADAM30	ADAM metallopeptidase domain 30	Approved		svph4	1p12	AF171932	NM_021794
HGNC:15479	ADAM32	ADAM metallopeptidase domain 32	Approved			8p11.22	BC026085	NM_145004
HGNC:15478	ADAM33	ADAM metallopeptidase domain 33	Approved	C20orf153	DKFZp434K0521, dJ964F7.1	20p13	AL117415, AB055891	NM_025220
HGNC:16299	ADAMDEC1	ADAM-like, decysin 1	Approved		M12.219	8p12	Y13323	NM_014479
HGNC:217	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1	Approved		C3-C5, METH1, KIAA1346	21q21.3	AF060152	
HGNC:218	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2	Approved		ADAMTS-3, hPCPNI, PCINP, ADAM-TS2, NPI	5q35.3	AJ003125	NM_014244
HGNC:219	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3	Approved		KIAA0366, ADAMTS-4	4q21	AB002364	
HGNC:220	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4	Approved		KIAA0688, ADAMTS-2, ADMP-1	1q31-q32	AB014588	NM_005099
HGNC:221	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5	Approved		ADMP-2, ADAMTS11	21q21.3	AF142099	
HGNC:222	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6	Approved		ADAM-TS6	5q13	AF140674	NM_197941
HGNC:223	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7	Approved		ADAM-TS7, DKFZp434H204	15q25.1	AF140675	NM_014272
HGNC:49407	ADAMTS7P1	ADAMTS7 pseudogene 1	Approved	ADAMTS7P2		15q25.2		
HGNC:49408	ADAMTS7P2~withdrawn	symbol withdrawn, see ADAMTS7P1	Symbol Withdrawn					
HGNC:49409	ADAMTS7P3	ADAMTS7 pseudogene 3	Approved			15q24.3		
HGNC:49410	ADAMTS7P4	ADAMTS7 pseudogene 4	Approved			15q25.3		
HGNC:224	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8	Approved		METH2, FLJ41712, ADAM-TS8	11q25	AF060153	NM_007037
HGNC:13202	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9	Approved		KIAA1312	3p14.1	AF261918	
HGNC:40625	ADAMTS9-AS1	ADAMTS9 antisense RNA 1	Approved			3p14.1		
HGNC:42435	ADAMTS9-AS2	ADAMTS9 antisense RNA 2	Approved			3p14.1		
HGNC:13201	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10	Approved		ADAM-TS10	19p13.2	AF163762	NM_030957
HGNC:14605	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	Approved			5q35	AJ250725	NM_030955
HGNC:1366	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	Approved	C9orf8	VWFCP, TTP, vWF-CP, FLJ42993, MGC118899, MGC118900, DKFZp434C2322	9q34	AJ011374	NM_139025
HGNC:14899	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14	Approved			10q21	AF358666	NM_080722
HGNC:16305	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15	Approved			11q25	AJ315733	NM_139055
HGNC:17108	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16	Approved		ADAMTS16s	5p15	AJ315734	NM_139056
HGNC:17109	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17	Approved		FLJ32769, FLJ16363	15q24	AJ315735	NM_139057
HGNC:17110	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18	Approved	ADAMTS21		16q23	AJ311903	
HGNC:17111	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19	Approved			5q23.3	AJ311904	NM_133638
HGNC:40797	ADAMTS19-AS1	ADAMTS19 antisense RNA 1	Approved		RP11-346A9.1	5q23.3	DA728271	
HGNC:17178	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20	Approved		GON-1	12q12	AF488804	NM_025003
HGNC:16662	ADAMTS21~withdrawn	symbol withdrawn, see ADAMTS18	Symbol Withdrawn					
HGNC:14632	ADAMTSL1	ADAMTS like 1	Approved	C9orf94	ADAMTSR1, FLJ35283	9p21.3	AF176313	
HGNC:14631	ADAMTSL2	ADAMTS like 2	Approved		KIAA0605	9q34.3	AB011177	NM_014694
HGNC:14633	ADAMTSL3	ADAMTS like 3	Approved		KIAA1233, punctin-2	15q25.2	AF237652	NM_207517
HGNC:19706	ADAMTSL4	ADAMTS like 4	Approved	TSRC1	DKFZP434K1772	1q21.2	BC027478	NM_019032
HGNC:32041	ADAMTSL4-AS1	ADAMTSL4 antisense RNA 1	Approved	C1orf138	FLJ45786	1q21.2	AK127688	
HGNC:27912	ADAMTSL5	ADAMTS like 5	Approved	THSD6		19p13.3	BC040620	XM_294919
HGNC:16486	ADAP1	ArfGAP with dual PH domains 1	Approved	CENTA1	GCS1L	7p22.3	AJ006422	NM_006869
HGNC:16487	ADAP2	ArfGAP with dual PH domains 2	Approved	CENTA2		17q11.2	AJ238994	NM_018404
HGNC:225	ADAR	adenosine deaminase, RNA-specific	Approved	IFI4, G1P1	ADAR1	1q21.3	BC038227	NM_001111
HGNC:226	ADARB1	adenosine deaminase, RNA specific B1	Approved		ADAR2, DRADA2, ADAR2g, DRABA2, RED1, hRED1, ADAR2a-L1, ADAR2a-L2, ADAR2a-L3, ADAR2a, ADAR2b, ADAR2c, ADAR2d	21q22.3	U76420	NM_015833
HGNC:227	ADARB2	adenosine deaminase, RNA specific B2 (inactive)	Approved		RED2, hRED2, ADAR3	10p15.3	AF034837	NM_018702
HGNC:23299	ADARB2-AS1	ADARB2 antisense RNA 1	Approved	C10orf109, NCRNA00168	bA466B20.1	10p15.3		NR_033387
HGNC:228	ADAT1	adenosine deaminase, tRNA specific 1	Approved			16q23	AF125188	NM_012091
HGNC:21172	ADAT2	adenosine deaminase, tRNA specific 2	Approved	DEADC1	dJ20N2.1, TAD2	6q24.2	BC037955	XM_059727
HGNC:25151	ADAT3	adenosine deaminase, tRNA specific 3	Approved		TAD3	19p13.3	BC011824	NM_138422
HGNC:19038	ADCK1	aarF domain containing kinase 1	Approved		FLJ39600	14q24.3	AK096919	NM_020421
HGNC:19039	ADCK2	aarF domain containing kinase 2	Approved		MGC20727	7q34	AF131745	NM_052853
